Primary address,Secondary address,lat_grid,lon_grid
11000 not reported blvd,balcones wods dr,30.407,-97.745
9900 s manchaca rd,w w slaughter ln,30.174,-97.822
0 e anderson ln to cameron ramp,7701 cameron rd,30.339,-97.701
s lamar blvd,lightsey,30.244,-97.782
8500 not reported hwy,100 e slaughter ln,30.18,-97.778
7800 not reported hwy,w anderson ln,30.38,-97.738
w 38th st,n lamar blvd,30.305,-97.743
2300 not reported loop,enfield rd,30.289,-97.762
w w slaughter ln ln,riddle rd rd,30.174,-97.827
4500 not reported hwy,e stassney ln,30.211,-97.755
900 e blk e koenig svrd wb,airport blvd blvd,30.322,-97.711
800 n pleasant valley,prado,30.262,-97.709
700 e 8th st,not reported,30.268,-97.734
6900 e william cannon dr,7100 springdale dr,30.164,-97.728
burton dr,e riverside dr,30.24,-97.727
15500 fm 1825 rd,15500 fm 1825 rd,30.448,-97.662
e riverside dr,pleasant valley,30.234,-97.724
9400 n lamar blvd blvd,w rundberg ln,30.364,-97.697
8000 not reported fwy,not reported,30.346,-97.696
15300 ih 35 hwy,wells branch pkwy,30.444,-97.668
103000 not reported,not reported,30.15,-97.793
715 exposition blvd blvd,newman dr w 7th st st,30.284,-97.776
4413 w 45th st st,guadalupe st st,30.311,-97.733
2000 e martin luther king jr blvd,poquito st,30.28,-97.72
7500 not reported hwy,not reported,30.333,-97.704
ed bluestein blvd nb blvd,loyola ln,30.303,-97.661
e 15th st,brazos st,30.276,-97.738
4605 bandera rd,springdale rd,30.284,-97.684
2100 e parmer ln,dessau rd,30.385,-97.646
1300 s capital of texas hwy,scottish woods trl,30.317,-97.825
900 wagon trl,10800 newmont rd,30.379,-97.692
3700 s mopac expy,3000 s capital of tx hwy,30.39,-97.734
1200 montoro dr dr,6200 larch ter,30.232,-97.699
9600 n lamar ln,w longspur blvd,30.367,-97.695
e e martin luther king jr blvd blvd,poquito st st,30.28,-97.72
7200 s mopac expy,0 w william cannon dr,30.221,-97.836
not reported rd,lake creek pkwy,30.471,-97.79
2700 s lamar blvd,2800 manchaca rd,30.245,-97.781
7800 burnet rd,w anderson ln ln,30.356,-97.731
4200 not reported hwy,1000 e 41st st,30.3,-97.716
1600 e ben white svrd eb at ih 35 blvd,not reported,30.215,-97.751
2200 s ih 35 nb hwy,2525 s s ih 35 svrd nb,30.236,-97.74
1600 s lamar blvd,1600 evergreen ave,30.251,-97.765
7707 not reported hwy,foremost dr dr,30.18,-97.778
8200 not reported hwy,spicewood springs rd,30.382,-97.772
11700 dessau rd,e braker ln,30.372,-97.666
800 w 24th st st,pearl st st,30.288,-97.746
100 not reported blvd,4000 s congress ave,30.223,-97.764
e e oltorf st st,parker ln ln,30.232,-97.737
13500 not reported hwy,anderson mill rd,30.45,-97.791
not reported,35th st,30.271,-97.774
9548 spirit of austin ln,presidential blvd,30.211,-97.667
1200 s lamar blvd,1200 w gibson st,30.255,-97.762
600 n lamar blvd,1000 w 6th st,30.26,-97.759
5543 w howard ln,13600 mc neil rd,30.444,-97.708
3600 not reported hwy,westlake dr dr,30.33,-97.809
6300 elroy rd,6200 s fm 973 rd,30.167,-97.659
11200 manchaca rd,1900 kaiser dr,30.158,-97.833
1200 s lamar blvd blvd,1300 lamar square dr,30.254,-97.763
not reported,not reported,30.359,-97.791
7600 not reported,william cannon dr,30.18,-97.777
5900 not reported,2222,30.343,-97.752
7700 not reported hwy,e slaughter ln,30.174,-97.782
5900 not reported expy,not reported,30.34,-97.754
e w anderson ln svrd eb ln,carver ave,30.337,-97.696
12100 research blvd sb blvd,pavillion,30.426,-97.753
w slaughter ln,west gate blvd,30.179,-97.841
800 airport blvd,shady ln,30.258,-97.693
4900 burleson rd,4900 e chapman ln,30.21,-97.727
13500 pearce ln,5600 ross rd,30.169,-97.622
1700 e oltorf st,greenfield pkwy,30.233,-97.738
4300 not reported,e mlk,30.281,-97.729
700 s capital of texas hwy,6000 bee caves rd,30.289,-97.828
1600 e e william cannon dr dr,bluff springs rd,30.191,-97.772
11000 lakeline mall dr dr,11100 pecan park blvd blvd,30.472,-97.802
1100 n capital of texas hwy,0 pascal ln,30.283,-97.824
7000 s congress ave,100 cloudview dr,30.189,-97.78
7900 cameron rd,e e anderson ln svrd wb ln,30.334,-97.686
10700 manchacha rd,10500 old manchaca rd,30.164,-97.831
7300 blk carver ave ave,blackson ave,30.341,-97.611
not reported,ne nationl park blvd,30.153,-97.792
7700 not reported,11400 zimmerman ln,30.411,-97.85
2100 w ben white blvd,4400 packsaddle pass,30.231,-97.79
1600 w parmer ln,scofield farms dr,30.412,-97.688
800 w howard ln ln,center line pass,30.421,-97.664
e 7th st st,red river st st,30.267,-97.737
8600 not reported hwy,silvermine dr,30.251,-97.896
7400 not reported rd,four points dr,30.407,-97.853
10000 research sb svrd blvd,great hills,30.393,-97.747
10000 not reported,capitol of tx,30.39,-97.745
12300 not reported expy,w parmer ln,30.418,-97.705
6400 not reported hwy,w william cannon dr dr,30.234,-97.865
100 not reported,e cesar chavez st,30.262,-97.736
2200 not reported,not reported,30.368,-97.682
montopolis dr,e ben white blvd ln,30.212,-97.713
1608 valleyridge dr,clawson rd,30.237,-97.778
12612 n lamar blvd,w parmer ln,30.41,-97.678
10500 not reported hwy,e slaughter ln,30.174,-97.782
700 w anderson ln,not reported,30.347,-97.711
11700 not reported rd,el salido pkwy,30.458,-97.823
12400 lamplight village ave,2100 w parmer ln ln,30.415,-97.696
5200 not reported ln,legendary dr,30.436,-97.735
6300 davis ln,lantana way,30.212,-97.879
200 e 15th st,1400 san jacinto blvd,30.276,-97.737
8496 springdale rd,not reported,30.328,-97.655
800 w rundberg ln,n lamar blvd,30.363,-97.698
500 red river st,e 6th st,30.266,-97.737
2200 not reported hwy,e martin luther king jr blvd and e 15th st,30.279,-97.73
4400 not reported expy,not reported,30.26,-97.795
1420 not reported,7800 cameron rd,30.333,-97.686
6000 cameron rd,clayton ln,30.318,-97.699
6600 not reported blvd,loyola ln,30.302,-97.661
9700 great hills trl,jollyville rd,30.394,-97.75
100 w ben white blvd,4000 s congress ave,30.223,-97.764
w stassney ln,not reported,30.198,-97.764
8820 n capitol of texas hwy,great hills trl,30.388,-97.759
1703 s 1st st,w annie st,30.249,-97.755
1800 not reported hwy,100 riverside dr,30.244,-97.735
escarpment blvd,lacrosse ave,30.194,-97.885
2900 not reported,terry ln,30.206,-97.646
5100 not reported hwy,51st st,30.31,-97.71
not reported,mopac,30.378,-97.736
13000 not reported hwy,not reported,30.11,-97.808
not reported hwy,spicewood springs rd,30.383,-97.771
1200 e parmer ln,harris glen,30.394,-97.654
4466 s lamar blvd blvd,west gate blvd,30.232,-97.801
9500 great hills trl,raincreek pkwy pkwy,30.395,-97.755
200 s lamar blvd,barton springs rd,30.262,-97.758
1918 rosewood,poquito,30.27,-97.718
1415 s congress ave,w elizabeth st,30.249,-97.75
2200 not reported,e manor rd,30.282,-97.728
500 barton springs rd,400 s 1st st,30.258,-97.75
2000 not reported,e manor rd,30.282,-97.728
9600 gambles quail dr,1400 thornridge dr,30.371,-97.706
6000 not reported expy,northland dr,30.343,-97.752
700 e rundberg ln ln,9300 n i h 35 rd,30.359,-97.689
10600 lake creek pkwy,12200 millwright pkwy,30.456,-97.805
9500 not reported hwy,johnny morris rd rd,30.331,-97.624
944 e us 290 hwy,springdale rd,30.328,-97.656
11600 not reported hwy,onion creek pkwy,30.134,-97.799
2500 w e ben white blvd svrd wb blvd,s lamar blvd,30.216,-97.736
1411 mearns meadow blvd,chukar bnd,30.375,-97.705
11500 not reported ln,e braker ln,30.377,-97.676
1900 not reported,700 e martin luther king jr blvd,30.279,-97.73
2600 w braker ln,burnet rd,30.39,-97.719
2600 s mopac expy,tammaron blvd,30.255,-97.802
s lamar blvd,treadwell st,30.256,-97.762
6007 not reported hwy,clayton ln,30.321,-97.707
5400 w howard ln,11500 mcneil rd,30.442,-97.703
9307 n lamar blvd blvd,9400 n lamar blvd blvd,30.362,-97.697
2200 not reported hwy,e riverside dr dr,30.216,-97.683
2200 not reported,e riverside dr,30.235,-97.741
12800 n lamar blvd,e parmer ln,30.408,-97.678
6513 not reported,e st johns rd,30.329,-97.706
4000 spicewood springs rd rd,greenslope dr,30.368,-97.753
lakewood dr,not reported,30.372,-97.786
2400 allandale rd,bull creek rd,30.336,-97.745
5800 e martin luther king jr blvd blvd,ed bluestein blvd svrd sb blvd,30.286,-97.668
800 not reported expy,bee caves,30.266,-97.782
11100 sprinkle cut off rd,10900 samsung blvd,30.366,-97.651
500 e 5th st st,neeches st st,30.266,-97.739
11700 research blvd svrd nb blvd,duval rd,30.422,-97.748
not reported,800 e anderson ln ln,30.34,-97.7
2100 w westover rd,not reported,30.301,-97.759
4500 not reported hwy,southwest pkwy,30.235,-97.825
7500 not reported,800 blackson ave,30.335,-97.703
8000 not reported,6600 silvermine dr,30.249,-97.892
2600 e parmer ln,12100 samsung blvd,30.376,-97.633
800 tirado st,middle fiskville rd,30.324,-97.709
12100 metric blvd,cedar bend dr,30.406,-97.698
circle tree loop loop,mesa dr dr,30.361,-97.766
11290 taylor draper ln ln,11290 taylor draper ln,30.412,-97.753
600 s capital of texas hwy,5900 bee caves rd,30.294,-97.828
1800 w slaughter ln,manchaca rd,30.174,-97.822
3700 not reported hwy,not reported,30.243,-97.801
1600 s congress ave,100 w milton st,30.247,-97.751
300 congress ave,e 4th st,30.266,-97.744
5405 harvest ln,arbor ln,30.209,-97.778
11200 research blvd svrd sb blvd,balcones woods dr,30.408,-97.746
5300 not reported hwy,not reported,30.312,-97.709
4800 not reported rd,butte blvd,30.342,-97.783
5500 n lamar blvd,w koenig ln,30.325,-97.727
2300 guadalupe st st,w 24th st st,30.287,-97.742
w william cannon dr,starstreak dr,30.193,-97.78
27 s pleasant valley rd,cesar chavez st,30.251,-97.713
5800 not reported rd,not reported,30.359,-97.791
5567 not reported blvd,51st st,30.29,-97.664
12000 dessau rd rd,shropshire blvd,30.377,-97.659
s s capital of texas hwy nb,las cimas pkwy pkwy,30.291,-97.828
e e koenig ln ln,avenue f,30.322,-97.719
6100 not reported,not reported,30.216,-97.751
9000 s 1st st,w slaughter ln,30.173,-97.799
4300 w william cannon dr,brush country rd,30.224,-97.843
700 w stassney ln,5500 s 1st st,30.208,-97.782
200 e 12th st,1200 san jacinto blvd,30.273,-97.738
w william cannon dr,beckett rd,30.225,-97.855
1000 w rundberg ln,quailfield dr,30.365,-97.7
4700 not reported,not reported,30.284,-97.666
rosewood ave,angelina st,30.269,-97.724
11500 n fm 620 rd rd,11700 anderson mill rd rd,30.454,-97.828
5000 n n mopac expy sb,w 45th st st,30.333,-97.756
400 s lamar blvd,1200 butler rd,30.262,-97.758
600 lavaca st st,w 7th st,30.269,-97.745
2400 rockridge dr,branchwood dr,30.183,-97.757
600 s lamar blvd,bluff st,30.259,-97.759
3900 s congress ave,4000 w ben white blvd,30.223,-97.764
600 w w slaughter ln ln,9000 s 1st st,30.172,-97.8
woodward st,not reported,30.216,-97.744
9900 brodie ln,w slaughter ln ln,30.185,-97.849
4400 s lamar blvd,not reported,30.232,-97.8
7500 s mopac expy nb expy,w william cannon dr,30.216,-97.843
not reported hwy,9600 w anderson mill rd,30.449,-97.79
800 w slaughter ln ln,s 1 st st,30.173,-97.801
1500 not reported,e riverside dr,30.248,-97.735
not reported hwy,lakeline mall dr,30.473,-97.799
9000 not reported rd,9000 park at woodlands dr,30.273,-97.634
570o pino ln,5700 palo blanco ln,30.195,-97.75
not reported,park plaza dr dr,30.352,-97.692
1400 not reported fwy,e 15 th st,30.274,-97.732
not reported,onion creek pkwy,30.137,-97.797
700 e 7th street st,7th street,30.267,-97.736
2000 airport blvd,airport blvd,30.283,-97.704
w slaughter ln,alice mae ln,30.168,-97.793
7000 rr 620,11500 2222,30.404,-97.854
8100 e ben white blvd blvd,e e riverside dr,30.22,-97.688
1000 w howard ln ln,13600 n ih 35 nb svrd,30.421,-97.665
e rundberg ln,cameron rd,30.351,-97.676
11900 not reported expy,duval rd,30.408,-97.717
6103 manor rd,wheless ln,30.308,-97.679
1900 s ih 35 hwy,1300 e oltorf st,30.247,-97.735
10200 w parmer ln,cassandra,30.493,-97.773
1700 royal hill dr,2800 parker ln,30.227,-97.741
6700 not reported hwy,lakewood dr,30.372,-97.786
5300 burnet rd rd,5337 burnet rd rd,30.326,-97.74
9800 brodie ln,w slaughter ln,30.183,-97.85
1000 w parmer ln ln,12500 n lamar blvd blvd,30.408,-97.679
400 e 7th st,neches st,30.268,-97.738
12000 not reported hwy,e braker ln,30.386,-97.673
1100 barbara jordan blvd,private dr,30.307,-97.709
8700 research blvd svrd nb blvd,payton gin rd rd,30.366,-97.718
700 not reported hwy,e 7th st,30.267,-97.734
w braker ln,stonelake blvd,30.399,-97.739
700 e 8th st,800 red river,30.268,-97.735
9700 research blvd svrd sb blvd,jollyville rd,30.388,-97.745
manchaca rd,st albans blvd,30.219,-97.795
7132 w sh 71,6900 w us 290 hwy,30.232,-97.792
not reported expy,w 45th st,30.321,-97.756
6200 not reported,900 e william cannon dr,30.194,-97.768
3700 airport blvd,e 38th 12 st,30.289,-97.707
1617 ferguson,pleasant ln,30.346,-97.677
4309 balcones woods dr dr,11300 alhambra dr dr,30.405,-97.738
12800 not reported hwy,pond springs rd,30.435,-97.771
5800 s congress ave,100 little texas ln,30.202,-97.776
4400 e e william cannon dr dr,4400 e william cannon dr dr,30.183,-97.756
2300 w ben white blvd,4400 pack saddle,30.232,-97.793
600 barton springs rd,500 s 1st st,30.259,-97.751
6500 hwy 45,11700 hollister dr,30.188,-97.915
research not reported blvd,w braker ln,30.4,-97.746
2200 s pleasant valley rd,sheringham dr,30.231,-97.726
7800 not reported,e slaughter ln,30.18,-97.778
1200 e 7th st st,waller st,30.265,-97.729
3500 not reported hwy,e e 32nd st to n ih 35 nb ramp,30.289,-97.723
4800 convict hill rd,7200 brush country rd,30.222,-97.861
1600 woodland ave ave,matagorda st st,30.239,-97.735
3100 steck ave,shoal creek,30.365,-97.736
e ben white blvd svrd eb,not reported,30.214,-97.752
600 not reported,not reported,30.339,-97.7
9600 not reported hwy,giles ln,30.331,-97.626
not reported,e mlk blvd,30.278,-97.73
3400 webberville rd rd,govalle ave ave,30.27,-97.706
12100 tanglebriar trl trl,tanglebriar cv cv,30.459,-97.817
1000 airport blvd,1000 springdale,30.266,-97.696
12300 not reported,yager ln,30.399,-97.673
14500 not reported hwy,wells branch pkwy,30.437,-97.67
7500 not reported expy,w william cannon dr,30.194,-97.79
1600 e stassney ln,not reported,30.198,-97.764
w william cannon dr,cooper ln,30.198,-97.791
2514 parmer ln,mopac nb svrd rd,30.377,-97.635
11130 sprinkle cutoff rd,pioneer farms dr,30.366,-97.651
3601 presidential blvd,exit booth pole,30.203,-97.666
2200 gracy farms ln,stonehollow dr,30.401,-97.708
8000 spicewood ln,bayberry dr,30.371,-97.755
8300 not reported hwy,e powell ln,30.345,-97.696
2500 not reported expy,not reported,30.294,-97.759
2300 not reported hwy,manor rd,30.283,-97.727
15200 not reported hwy,wells branch pkwy,30.443,-97.668
not reported,pecan park blvd,30.466,-97.796
4500 e red river st,e 45th st,30.305,-97.72
8500 georgian dr,e walnut dr,30.352,-97.7
12800 not reported hwy,w parmer ln,30.411,-97.674
11605 oak knoll dr,branching oak ct,30.424,-97.762
not reported,fletcher ln,30.249,-97.892
8500 s mopac expy,5300 davis ln,30.372,-97.741
3900 drossett dr,4700 burleson rd,30.212,-97.731
0 not reported hwy,pecan park blvd,30.468,-97.8
600 not reported ln,n lamar blvd,30.347,-97.711
1800 payton gin rd,not reported,30.365,-97.717
3600 far west blvd,hart ln,30.355,-97.757
1700 e 2nd st st,chalmers ave,30.259,-97.726
500 west ave,700 w 6th st,30.27,-97.751
800 e oltorf st,2400 eastside dr,30.237,-97.75
1000 holly st,60 san marcos st st,30.257,-97.736
5200 not reported,e stassney ln,30.186,-97.773
100 barton springs rd,200 s congress ave,30.259,-97.746
2300 e stassney ln ln,kumquat ct,30.193,-97.753
1100 not reported hwy,e e riverside dr dr,30.248,-97.735
1300 w howard ln,not reported,30.425,-97.673
3000 w william cannon dr,brodie ln,30.207,-97.816
9700 anderson mill rd,not reported,30.448,-97.793
e oltorf st,burleson rd,30.231,-97.736
6800 thorncliffe dr,3800 knollwood dr,30.353,-97.76
3300 n lamar blvd blvd,1000 w 34th st st,30.303,-97.745
7900 not reported hwy,fletcher ln,30.245,-97.885
1500 w 12th st,eason st,30.28,-97.759
8800 not reported expy,tallwood dr,30.377,-97.739
500 middle ln,9300 capital dr,30.357,-97.691
800 not reported hwy,not reported,30.251,-97.685
5400 w howard ln,13900 mcneil round rock rd,30.442,-97.704
5800 not reported hwy,1800 e stassney ln,30.198,-97.764
4700 brassiewood dr,4500 creekbend,30.185,-97.751
2300 rosewood ave,chestnut ave,30.27,-97.715
10500 n fm 620 rd rd,boulder ln ln,30.444,-97.833
rio grande st,w 22nd st,30.285,-97.745
1400 n lamar blvd,w 15th st,30.28,-97.751
6300 north hampton dr dr,bristol dr,30.314,-97.682
1300 e braker ln ln,dessau rd rd,30.373,-97.667
4400 not reported hwy,not reported,30.302,-97.715
1800 not reported,woodland ave,30.24,-97.737
5800 fm 2222 rd rd,n n capital of texas hwy nb hwy,30.36,-97.792
200 w ben white blvd,s s congress ave,30.224,-97.765
400 w 6th st,guadalupe st,30.269,-97.747
not reported hwy,not reported,30.322,-97.707
500 n lamar blvd blvd,1000 w 6th st st,30.272,-97.754
stonehollow dr,gracy farms ln,30.401,-97.708
6100 e stassney ln,5900 teri rd,30.193,-97.728
9404 mountain quail rd,w rundberg ln,30.369,-97.711
9629 n fm 620 rd rd,boulder ln,30.436,-97.839
5700 airport blvd,700 e koenig ln,30.321,-97.713
7305 inspiration dr,inspiration dr,30.31,-97.653
bannister ln,w ben white svrd eb blvd,30.227,-97.78
1600 e riverside dr dr,s s lakeshore blvd,30.246,-97.732
2400 not reported hwy,e martin luther king jr blvd blvd,30.28,-97.729
600 w annie st,1700 s 1 st st,30.247,-97.756
northland to mopac sb ramp,not reported,30.336,-97.755
2100 not reported expy,e e riverside dr,30.241,-97.737
2900 not reported hwy,northwood rd rd,30.303,-97.758
4000 braker ln,stonelake blvd,30.398,-97.737
2600 aftonshire way,holly springs dr,30.179,-97.835
10900 not reported blvd,4700 w braker ln,30.4,-97.746
7700 n n mopac expy sb expy,anderson ln ln,30.36,-97.745
not reported,w slaughter ln,30.174,-97.824
1800 fortview rd,russell dr,30.23,-97.785
8746 research blvd svrd sb blvd,fairfield dr,30.359,-97.717
1300 w ben white blvd,banister ln,30.228,-97.78
12300 not reported hwy,e yager ln,30.4,-97.674
4500 not reported,e 51st st,30.307,-97.712
3600 w parmer ln,tamarack trl,30.424,-97.712
13800 not reported,wells branch,30.44,-97.669
1000 san marcos st,san marcos st,30.269,-97.731
12400 block mellon meadow dr dr,lake creek parkway pkwy,30.422,-97.721
